repeat       mu           y
    1      0.62588     0.47887
    1     -1.22521    -0.44125
    1      0.99560     1.06286
    1     -1.48295    -0.66675
    1      1.15640     0.34214
    1     -1.89278    -1.53304
    1      0.05797     2.07710
    1     -0.06213    -1.07732
    1      0.76134    -0.77981
    1      0.11979     0.05241
    1     -0.06497     0.90624
    1      0.16839     0.24856
    1      0.55169    -0.06904
    1      0.84147     2.32521
    1      0.22701    -0.64006
    1      0.11253     0.92181
    1     -0.37112    -1.32813
    1      0.69884     0.55055
    1      0.42109     0.81568
    1     -0.65499    -0.60897
    1      0.40205     1.59441
    1      0.82280    -1.83218
    1     -0.17808     1.76762
    1     -0.79486     0.28506
    1      1.46749     1.90583
    1     -0.76763     1.41342
    1      0.88199     1.08875
    1     -0.40796     0.58435
    1      0.41378     0.46476
    1      0.99633     0.98818
    1      0.29985    -0.57964
    1     -0.20287    -0.93888
    1      0.06779     0.37540
    1      0.28583    -0.33671
    1      0.82063    -0.58022
    1     -0.23894     1.57585
    1      0.03938    -0.67763
    1     -0.08163    -0.46639
    1     -0.31602    -2.67135
    1     -0.39461    -0.23365
    1      0.91533     0.52117
    1      0.43436    -1.41348
    1      1.24323     2.16167
    1      0.12188     0.54071
    1      1.51226     1.85508
    1     -0.30611     0.74251
    1      0.34590    -1.83647
    1     -1.09918    -1.52063
    1     -0.33185     1.01980
    1      0.22197    -1.18803
    1      0.25957     2.31800
    1      0.53322    -0.67252
    1     -0.09097    -1.32391
    1      0.34176     0.56447
    1     -0.78710    -1.85585
    1      0.05324    -1.74153
    1      0.73478     0.24694
    1     -0.48209     0.52341
    1     -0.12778     0.92960
    1     -0.74289     0.45363
    1     -0.60250    -0.61308
    1     -0.25742     0.27054
    1      2.10880     0.75791
    1     -0.86812     0.37123
    1      0.96763     2.26466
    1     -1.35150    -0.74276
    1     -0.63934    -0.82801
    1      1.55497     0.49346
    1     -1.31252    -1.19713
    1      2.24152     2.63444
    1      0.07762     0.23629
    1     -0.71824    -1.35655
    1      0.41575     2.02426
    1     -0.67116    -1.11410
    1      0.03186     0.92949
    1     -0.14232    -0.66546
    1     -0.50567     0.03521
    1     -0.19427     0.74071
    1      0.19000     1.24856
    1      0.96239    -0.31416
    1     -0.63652     0.29103
    1      0.41054     0.71833
    1     -0.37703    -0.80819
    1     -0.49422     0.60628
    1     -0.43680     0.55731
    1      1.19846     1.69861
    1     -0.16710     1.07623
    1      1.02486    -0.19104
    1     -0.69449     0.41934
    1     -0.66178    -0.87778
    1     -0.43093    -1.44660
    1     -0.24189    -2.32567
    1      0.48959    -0.52848
    1     -0.82810     0.23712
    1      0.24779     0.11955
    1      0.54595     3.31462
    1      1.47192     1.57423
    1      0.57091     1.13315
    1     -0.66804     0.28416
    1     -0.36349     0.58510
    1      0.15836     1.69696
    1     -1.41197    -0.27312
    1     -0.51292    -1.27351
    1     -0.67202    -1.11779
    1     -1.11530    -0.19582
    1     -1.03020    -3.92339
    1     -0.35409    -2.02686
    1     -0.26327     0.76193
    1      0.46849     0.44481
    1     -0.17125    -1.51395
    1      0.02874     1.66416
    1     -1.78318    -1.59146
    1      0.14974    -0.48905
    1     -0.71041     0.48359
    1     -0.16013     0.86348
    1      0.45289     0.83417
    1      0.25547    -0.31646
    1      0.17602     1.15046
    1     -1.02862    -1.76073
    1     -0.03839    -0.52932
    1      0.17355     0.96111
    1      1.05667     2.31971
    1      0.01757    -1.60578
    1      0.91839     0.78235
    1      0.08371    -1.68010
    1     -0.24134    -0.27941
    1      1.38377     1.14552
    1      0.78331     0.61462
    1      0.30635     1.54192
    1     -0.25459    -0.74904
    1     -0.47258     0.12965
    1     -0.73843    -0.90479
    1     -0.33510     1.59776
    1      0.94304    -0.04077
    1      1.19531     1.55730
    1      0.25448     0.84598
    1     -0.02958    -0.06176
    1      0.42150     1.14707
    1     -0.23170    -0.57245
    1      0.88488     0.80663
    1      0.13364    -1.20373
    1     -0.16716     0.97425
    1     -0.23867    -0.32407
    1      0.13897    -0.63289
    1      0.33016     0.70720
    1      0.56683     0.62511
    1     -0.31909    -1.15148
    1      0.09097    -0.36296
    1     -1.29927    -3.89380
    1      0.31129    -1.71690
    2      0.62588     0.15699
    2     -1.22521    -1.02330
    2      0.99560     0.79118
    2     -1.48295    -0.63867
    2      1.15640     0.80538
    2     -1.89278    -4.41836
    2      0.05797     0.10818
    2     -0.06213    -0.46566
    2      0.76134    -0.22109
    2      0.11979     0.40739
    2     -0.06497     0.06176
    2      0.16839    -0.37061
    2      0.55169     1.70288
    2      0.84147     1.75145
    2      0.22701     0.53431
    2      0.11253    -0.45859
    2     -0.37112    -0.22948
    2      0.69884     1.20827
    2      0.42109     0.53682
    2     -0.65499    -0.21028
    2      0.40205     0.50369
    2      0.82280     1.24293
    2     -0.17808     0.97637
    2     -0.79486    -1.08111
    2      1.46749     2.18082
    2     -0.76763    -1.55365
    2      0.88199    -0.05223
    2     -0.40796     0.11831
    2      0.41378     1.66074
    2      0.99633     1.20974
    2      0.29985     0.47314
    2     -0.20287     1.35749
    2      0.06779     0.06876
    2      0.28583     1.61072
    2      0.82063     1.70682
    2     -0.23894    -2.48825
    2      0.03938     0.02658
    2     -0.08163     0.08977
    2     -0.31602    -0.22393
    2     -0.39461     0.16853
    2      0.91533     1.34431
    2      0.43436    -0.62315
    2      1.24323    -0.07701
    2      0.12188    -0.02906
    2      1.51226     2.39937
    2     -0.30611     0.11243
    2      0.34590    -1.15388
    2     -1.09918     0.06730
    2     -0.33185    -1.36109
    2      0.22197     0.54588
    2      0.25957    -0.87497
    2      0.53322     0.95139
    2     -0.09097    -0.72836
    2      0.34176    -0.52579
    2     -0.78710    -2.00447
    2      0.05324     1.21107
    2      0.73478     0.80517
    2     -0.48209    -1.96420
    2     -0.12778    -1.96982
    2     -0.74289    -2.40822
    2     -0.60250     1.44709
    2     -0.25742     0.42535
    2      2.10880     3.28878
    2     -0.86812    -1.28231
    2      0.96763     1.65329
    2     -1.35150    -4.06147
    2     -0.63934    -0.80868
    2      1.55497     2.16653
    2     -1.31252     0.96681
    2      2.24152     2.97268
    2      0.07762     0.41860
    2     -0.71824    -1.05479
    2      0.41575     0.81295
    2     -0.67116     0.86395
    2      0.03186     0.68581
    2     -0.14232     1.85011
    2     -0.50567    -0.55584
    2     -0.19427     0.20323
    2      0.19000     0.65061
    2      0.96239     1.91975
    2     -0.63652    -0.74610
    2      0.41054     2.20205
    2     -0.37703    -0.72109
    2     -0.49422     0.12491
    2     -0.43680    -2.59369
    2      1.19846     1.76544
    2     -0.16710    -0.86884
    2      1.02486     0.93601
    2     -0.69449    -0.00891
    2     -0.66178    -0.06156
    2     -0.43093     1.06909
    2     -0.24189    -2.17856
    2      0.48959    -1.45259
    2     -0.82810    -1.37399
    2      0.24779     0.18583
    2      0.54595    -0.94486
    2      1.47192     0.84278
    2      0.57091     0.42241
    2     -0.66804    -0.71995
    2     -0.36349    -0.08238
    2      0.15836     0.95051
    2     -1.41197    -2.04275
    2     -0.51292    -1.05907
    2     -0.67202    -2.08675
    2     -1.11530    -1.13825
    2     -1.03020    -0.45671
    2     -0.35409    -1.10306
    2     -0.26327    -0.71520
    2      0.46849     0.31995
    2     -0.17125    -0.78365
    2      0.02874    -0.02565
    2     -1.78318    -4.99339
    2      0.14974     0.76010
    2     -0.71041    -1.28877
    2     -0.16013     0.54364
    2      0.45289     2.72687
    2      0.25547    -0.04982
    2      0.17602    -0.03768
    2     -1.02862    -0.18517
    2     -0.03839    -2.42424
    2      0.17355    -0.35636
    2      1.05667     2.03063
    2      0.01757     1.51500
    2      0.91839     2.61226
    2      0.08371     1.49298
    2     -0.24134    -0.98655
    2      1.38377    -1.23146
    2      0.78331     1.57764
    2      0.30635     0.46374
    2     -0.25459    -1.31328
    2     -0.47258    -0.08908
    2     -0.73843    -1.25809
    2     -0.33510     0.28596
    2      0.94304     0.38957
    2      1.19531     1.50756
    2      0.25448    -0.08682
    2     -0.02958     0.72297
    2      0.42150    -1.09111
    2     -0.23170    -0.33517
    2      0.88488     0.05383
    2      0.13364    -0.01087
    2     -0.16716    -2.17692
    2     -0.23867     0.27456
    2      0.13897    -0.48326
    2      0.33016     0.79211
    2      0.56683     1.01039
    2     -0.31909    -0.76102
    2      0.09097    -0.85530
    2     -1.29927    -1.78248
    2      0.31129     0.49831
    3      0.62588     0.41694
    3     -1.22521    -1.66517
    3      0.99560    -1.12377
    3     -1.48295    -1.44120
    3      1.15640     2.41808
    3     -1.89278    -1.52911
    3      0.05797    -0.61214
    3     -0.06213     0.80532
    3      0.76134     0.12313
    3      0.11979    -0.79524
    3     -0.06497    -1.72541
    3      0.16839    -0.01232
    3      0.55169     0.08524
    3      0.84147     3.55830
    3      0.22701     1.22942
    3      0.11253    -0.48375
    3     -0.37112     0.48865
    3      0.69884     0.69752
    3      0.42109    -1.17016
    3     -0.65499    -0.33854
    3      0.40205     1.07213
    3      0.82280     0.22351
    3     -0.17808    -0.30153
    3     -0.79486    -0.87528
    3      1.46749     0.70422
    3     -0.76763     0.60141
    3      0.88199     1.35781
    3     -0.40796     1.35492
    3      0.41378     0.94140
    3      0.99633     1.42522
    3      0.29985     1.40922
    3     -0.20287     0.90274
    3      0.06779    -0.86148
    3      0.28583     0.86566
    3      0.82063     0.67737
    3     -0.23894     0.07436
    3      0.03938     0.50777
    3     -0.08163     0.91356
    3     -0.31602    -0.08408
    3     -0.39461    -0.14203
    3      0.91533     1.59983
    3      0.43436     0.05008
    3      1.24323     2.61152
    3      0.12188     0.10107
    3      1.51226     2.15321
    3     -0.30611    -0.46263
    3      0.34590    -0.51895
    3     -1.09918    -1.66632
    3     -0.33185    -1.69798
    3      0.22197     1.43677
    3      0.25957    -0.46548
    3      0.53322     1.02987
    3     -0.09097     1.37944
    3      0.34176     1.69615
    3     -0.78710    -0.37774
    3      0.05324    -0.40205
    3      0.73478    -1.09926
    3     -0.48209     2.62164
    3     -0.12778     0.54709
    3     -0.74289     1.55165
    3     -0.60250    -0.06704
    3     -0.25742    -1.64903
    3      2.10880     2.49533
    3     -0.86812    -2.20203
    3      0.96763     2.53902
    3     -1.35150    -1.84817
    3     -0.63934    -0.27890
    3      1.55497     1.96338
    3     -1.31252    -2.15550
    3      2.24152     2.67151
    3      0.07762    -0.76955
    3     -0.71824     0.18413
    3      0.41575     0.30167
    3     -0.67116    -1.03747
    3      0.03186     0.42392
    3     -0.14232    -0.69135
    3     -0.50567    -0.46981
    3     -0.19427    -1.21502
    3      0.19000     0.17122
    3      0.96239     0.80128
    3     -0.63652    -1.38392
    3      0.41054    -0.31479
    3     -0.37703     0.02611
    3     -0.49422     1.01089
    3     -0.43680    -0.61791
    3      1.19846     0.42050
    3     -0.16710    -0.03461
    3      1.02486     1.81508
    3     -0.69449    -0.80865
    3     -0.66178    -0.94800
    3     -0.43093    -1.42720
    3     -0.24189    -1.97879
    3      0.48959    -0.32827
    3     -0.82810    -1.60830
    3      0.24779     0.09286
    3      0.54595     1.17590
    3      1.47192     2.45205
    3      0.57091    -0.19067
    3     -0.66804    -1.39608
    3     -0.36349    -2.74496
    3      0.15836     0.31783
    3     -1.41197    -2.53039
    3     -0.51292    -0.69047
    3     -0.67202    -0.18650
    3     -1.11530    -4.16011
    3     -1.03020    -1.83966
    3     -0.35409    -0.24425
    3     -0.26327    -2.10085
    3      0.46849     1.18165
    3     -0.17125    -1.52990
    3      0.02874    -1.17664
    3     -1.78318    -1.99519
    3      0.14974     0.56203
    3     -0.71041    -0.74126
    3     -0.16013    -1.65588
    3      0.45289     1.46794
    3      0.25547     0.70480
    3      0.17602    -0.53792
    3     -1.02862    -0.65576
    3     -0.03839    -0.93088
    3      0.17355    -0.60906
    3      1.05667     2.76594
    3      0.01757     1.50748
    3      0.91839     1.94906
    3      0.08371    -1.01383
    3     -0.24134     1.31797
    3      1.38377     1.87933
    3      0.78331    -0.51556
    3      0.30635     0.12560
    3     -0.25459    -1.98668
    3     -0.47258     1.39208
    3     -0.73843    -0.51233
    3     -0.33510     0.52281
    3      0.94304     0.93863
    3      1.19531     1.42269
    3      0.25448    -0.03464
    3     -0.02958     0.06825
    3      0.42150     0.79677
    3     -0.23170     0.03574
    3      0.88488     0.15718
    3      0.13364     0.87092
    3     -0.16716     0.59627
    3     -0.23867     0.23539
    3      0.13897    -0.21389
    3      0.33016     0.71059
    3      0.56683     0.61208
    3     -0.31909     0.05130
    3      0.09097     0.90236
    3     -1.29927    -1.74518
    3      0.31129     0.75019
    4      0.62588     0.00453
    4     -1.22521    -2.27782
    4      0.99560    -0.79089
    4     -1.48295    -2.48497
    4      1.15640     0.09140
    4     -1.89278    -2.29450
    4      0.05797     0.75771
    4     -0.06213     0.63020
    4      0.76134     0.45425
    4      0.11979     0.51911
    4     -0.06497     0.46491
    4      0.16839     1.25269
    4      0.55169     1.48621
    4      0.84147     2.06668
    4      0.22701    -1.06437
    4      0.11253     1.81830
    4     -0.37112     0.76635
    4      0.69884     0.05402
    4      0.42109    -0.88842
    4     -0.65499    -1.02765
    4      0.40205     0.56866
    4      0.82280     1.48286
    4     -0.17808    -1.35032
    4     -0.79486    -0.53716
    4      1.46749     1.53253
    4     -0.76763    -1.19884
    4      0.88199    -0.53886
    4     -0.40796     0.61886
    4      0.41378     0.66114
    4      0.99633     1.59327
    4      0.29985    -1.06998
    4     -0.20287    -1.14050
    4      0.06779     0.20463
    4      0.28583    -0.52426
    4      0.82063     2.33657
    4     -0.23894    -0.74131
    4      0.03938     0.33546
    4     -0.08163     1.17229
    4     -0.31602    -0.31528
    4     -0.39461    -0.29183
    4      0.91533     3.03461
    4      0.43436     0.44252
    4      1.24323     1.13292
    4      0.12188     0.22706
    4      1.51226     1.10556
    4     -0.30611    -0.62569
    4      0.34590     0.04868
    4     -1.09918    -1.61240
    4     -0.33185    -0.29854
    4      0.22197     0.28069
    4      0.25957     2.15504
    4      0.53322    -0.05842
    4     -0.09097     0.01544
    4      0.34176    -1.09905
    4     -0.78710     1.15907
    4      0.05324     0.29037
    4      0.73478     1.97166
    4     -0.48209    -1.22278
    4     -0.12778     0.66569
    4     -0.74289    -1.14607
    4     -0.60250    -0.83928
    4     -0.25742     0.54485
    4      2.10880     1.80873
    4     -0.86812    -1.36310
    4      0.96763     1.60038
    4     -1.35150     0.03370
    4     -0.63934    -1.08312
    4      1.55497     0.06885
    4     -1.31252    -1.75623
    4      2.24152     2.01344
    4      0.07762     1.19442
    4     -0.71824    -1.37702
    4      0.41575     0.00785
    4     -0.67116    -1.22653
    4      0.03186     1.73501
    4     -0.14232    -1.31226
    4     -0.50567    -0.49367
    4     -0.19427    -0.77949
    4      0.19000    -1.39466
    4      0.96239     0.55636
    4     -0.63652     0.23094
    4      0.41054    -1.49584
    4     -0.37703    -2.19103
    4     -0.49422     0.15032
    4     -0.43680    -0.28493
    4      1.19846     2.87918
    4     -0.16710    -0.65394
    4      1.02486    -0.14759
    4     -0.69449    -1.14325
    4     -0.66178    -0.78648
    4     -0.43093    -1.11658
    4     -0.24189    -1.73232
    4      0.48959    -1.07182
    4     -0.82810    -2.33036
    4      0.24779     0.18782
    4      0.54595     0.56178
    4      1.47192     2.06484
    4      0.57091     1.69423
    4     -0.66804    -0.52374
    4     -0.36349     0.26380
    4      0.15836    -0.04190
    4     -1.41197    -1.42117
    4     -0.51292    -0.38254
    4     -0.67202     0.01797
    4     -1.11530     0.14416
    4     -1.03020    -0.10119
    4     -0.35409     0.75184
    4     -0.26327    -0.18781
    4      0.46849    -0.70511
    4     -0.17125    -0.66729
    4      0.02874     0.39167
    4     -1.78318    -0.09235
    4      0.14974    -0.10415
    4     -0.71041     1.04625
    4     -0.16013    -0.73808
    4      0.45289     1.61001
    4      0.25547    -1.52446
    4      0.17602     0.82836
    4     -1.02862    -1.53559
    4     -0.03839    -1.00573
    4      0.17355    -0.88442
    4      1.05667     1.28413
    4      0.01757    -0.75990
    4      0.91839     1.64364
    4      0.08371     0.81304
    4     -0.24134    -2.32883
    4      1.38377     2.74210
    4      0.78331     2.44931
    4      0.30635    -1.32178
    4     -0.25459    -0.85386
    4     -0.47258     0.87511
    4     -0.73843    -0.13721
    4     -0.33510     0.36911
    4      0.94304     1.29617
    4      1.19531     1.29740
    4      0.25448    -0.07366
    4     -0.02958     0.83869
    4      0.42150     1.67410
    4     -0.23170     1.00737
    4      0.88488    -1.48652
    4      0.13364    -0.00112
    4     -0.16716    -1.52923
    4     -0.23867    -1.02417
    4      0.13897     0.05868
    4      0.33016    -0.58892
    4      0.56683     0.73288
    4     -0.31909     1.98319
    4      0.09097    -0.67798
    4     -1.29927    -1.40080
    4      0.31129    -0.70016
    5      0.62588     0.35446
    5     -1.22521    -2.77190
    5      0.99560    -0.45976
    5     -1.48295    -2.49413
    5      1.15640     1.03418
    5     -1.89278    -1.79598
    5      0.05797     1.09794
    5     -0.06213    -0.31512
    5      0.76134    -0.39167
    5      0.11979     0.27151
    5     -0.06497     0.36307
    5      0.16839    -0.00387
    5      0.55169     0.28467
    5      0.84147     1.24298
    5      0.22701     0.28556
    5      0.11253    -1.34717
    5     -0.37112     0.63642
    5      0.69884     0.94527
    5      0.42109     1.44742
    5     -0.65499    -1.37776
    5      0.40205     0.22963
    5      0.82280     0.20425
    5     -0.17808    -1.65591
    5     -0.79486    -1.24812
    5      1.46749     1.60809
    5     -0.76763     0.21023
    5      0.88199     1.51633
    5     -0.40796    -0.04342
    5      0.41378    -0.04827
    5      0.99633     1.67780
    5      0.29985     0.74485
    5     -0.20287    -0.37556
    5      0.06779    -0.74485
    5      0.28583     0.65857
    5      0.82063    -0.11184
    5     -0.23894     0.37979
    5      0.03938    -0.30935
    5     -0.08163     0.31927
    5     -0.31602    -0.64936
    5     -0.39461    -0.38710
    5      0.91533     1.92339
    5      0.43436     1.30986
    5      1.24323     0.93607
    5      0.12188     0.07972
    5      1.51226     0.50447
    5     -0.30611    -2.69170
    5      0.34590     0.45821
    5     -1.09918    -0.24986
    5     -0.33185     0.59798
    5      0.22197    -0.70966
    5      0.25957    -1.14044
    5      0.53322    -0.68757
    5     -0.09097    -1.33321
    5      0.34176     1.32565
    5     -0.78710    -1.57695
    5      0.05324     0.71509
    5      0.73478     0.06859
    5     -0.48209     0.67953
    5     -0.12778    -1.19152
    5     -0.74289    -0.11832
    5     -0.60250    -2.24584
    5     -0.25742     0.43290
    5      2.10880     1.74899
    5     -0.86812    -0.03810
    5      0.96763     2.28857
    5     -1.35150    -1.04488
    5     -0.63934    -0.22095
    5      1.55497     1.97238
    5     -1.31252    -0.43016
    5      2.24152     1.57666
    5      0.07762    -0.89248
    5     -0.71824    -0.78644
    5      0.41575    -0.98928
    5     -0.67116     0.05272
    5      0.03186     1.20616
    5     -0.14232     1.09162
    5     -0.50567    -0.59127
    5     -0.19427     0.92166
    5      0.19000    -0.99618
    5      0.96239     1.30256
    5     -0.63652    -0.90640
    5      0.41054    -0.82912
    5     -0.37703    -0.07071
    5     -0.49422     0.93470
    5     -0.43680    -1.33584
    5      1.19846     0.83237
    5     -0.16710    -0.25200
    5      1.02486     1.47832
    5     -0.69449    -0.03234
    5     -0.66178     2.08736
    5     -0.43093    -0.00634
    5     -0.24189    -1.45053
    5      0.48959    -0.07677
    5     -0.82810     0.02720
    5      0.24779     0.07367
    5      0.54595     0.33195
    5      1.47192    -1.19932
    5      0.57091     0.32551
    5     -0.66804    -0.20642
    5     -0.36349     0.16158
    5      0.15836    -1.89718
    5     -1.41197    -0.64044
    5     -0.51292    -0.31561
    5     -0.67202    -3.47162
    5     -1.11530    -0.53476
    5     -1.03020    -1.97562
    5     -0.35409    -0.59894
    5     -0.26327     0.33666
    5      0.46849     2.01532
    5     -0.17125    -0.64555
    5      0.02874     0.79153
    5     -1.78318    -2.06165
    5      0.14974    -2.20737
    5     -0.71041    -2.37340
    5     -0.16013     1.81445
    5      0.45289     0.34133
    5      0.25547     1.43438
    5      0.17602     0.19950
    5     -1.02862    -1.08721
    5     -0.03839    -0.02626
    5      0.17355     0.30182
    5      1.05667     0.31006
    5      0.01757    -1.37536
    5      0.91839     0.18084
    5      0.08371    -0.08899
    5     -0.24134    -0.01672
    5      1.38377     0.87683
    5      0.78331    -1.10024
    5      0.30635    -0.44140
    5     -0.25459    -1.26877
    5     -0.47258     0.61182
    5     -0.73843    -0.10991
    5     -0.33510    -0.42938
    5      0.94304     1.29209
    5      1.19531     1.10958
    5      0.25448     1.96467
    5     -0.02958     0.04261
    5      0.42150    -0.87498
    5     -0.23170     1.51742
    5      0.88488    -0.39005
    5      0.13364    -1.04406
    5     -0.16716     0.17201
    5     -0.23867    -1.17817
    5      0.13897     0.36997
